ID Gender,Gender,ID Group,Group,ID Year,Year,ID State,State,Total Population,Total Population MOE Appx,Average Wage,Average Wage Appx MOE,Group ID,Age Range,Percentage
2,"Female","Associates Degree","Associates Degree",2022,"2022","04000US06","California",1171160,3836.595988613041,25739.3751995089,3467.2207716114845,7,1,55.085182228965955
2,"Female","Bachelors Degree","Bachelors Degree",2022,"2022","04000US06","California",3071311,7279.979780857113,48347.71690383786,3887.5356641493545,8,1,51.75431205751679
2,"Female","Graduate Degree","Graduate Degree",2022,"2022","04000US06","California",1854007,3702.1923386124936,54711.46255274262,7788.3909721318805,9,1,50.43875292150546
2,"Female","High School or Equivalent","High School or Equivalent",2022,"2022","04000US06","California",2663458,5841.116244832806,19376.092511246363,2553.432266575425,5,1,48.30104931082646
2,"Female","No Schooling","No Schooling",2022,"2022","04000US06","California",444019,1358.9461038615282,9314.38544386423,7089.359947702408,1,1,51.96425854623333
2,"Female","Preschool","Preschool",2022,"2022","04000US06","California",12287,461.2752614136139,34988.475920679884,14590.099964051431,2,1,56.187122736418516
2,"Female","Primary Education","Primary Education",2022,"2022","04000US06","California",626643,972.473047043769,15830.513065646908,17037.06127854379,3,1,51.12456535679496
2,"Female","Secondary Education","Secondary Education",2022,"2022","04000US06","California",978011,2741.739532515904,12913.177795591182,4015.9985794601776,4,1,46.9692902097986
2,"Female","Some college","Some college",2022,"2022","04000US06","California",2725674,6262.610149702042,24120.47777522056,2661.862839857427,6,1,50.56475678708059
2,"Female","Associates Degree","Associates Degree",2021,"2021","04000US06","California",1168519,3930.8429232576073,24054.94183462633,3118.072714087714,7,1,55.0618888394641
2,"Female","Bachelors Degree","Bachelors Degree",2021,"2021","04000US06","California",3033731,7353.11424836092,43369.0447917246,3448.3522900100616,8,1,51.84099704852638
2,"Female","Graduate Degree","Graduate Degree",2021,"2021","04000US06","California",1802991,3697.1501915846006,49655.44486557955,7548.801499350561,9,1,50.41082370243206
2,"Female","High School or Equivalent","High School or Equivalent",2021,"2021","04000US06","California",2677721,5963.620106559088,17859.902337073327,2337.8933932316654,5,1,48.53823600052568
2,"Female","No Schooling","No Schooling",2021,"2021","04000US06","California",417734,1313.8491442247484,8598.03875698324,6656.111979036999,1,1,52.877319919089224
2,"Female","Preschool","Preschool",2021,"2021","04000US06","California",11258,484.84722660993344,32446.20512820513,12589.883923037156,2,1,55.15383107975701
2,"Female","Primary Education","Primary Education",2021,"2021","04000US06","California",659165,1068.7323025420742,11461.413192612137,12699.057647530839,3,1,51.466626898674384
2,"Female","Secondary Education","Secondary Education",2021,"2021","04000US06","California",1015837,2891.5487759212497,11954.942778898818,3501.6303079303552,4,1,47.18404031724282
2,"Female","Some college","Some college",2021,"2021","04000US06","California",2783291,6556.15047091286,21891.286244208346,2081.991721062377,6,1,50.70211350876046
2,"Female","Associates Degree","Associates Degree",2020,"2020","04000US06","California",1161339,4012.7573894834395,22279.847897650754,2835.6719966244964,7,1,55.26143734868211
2,"Female","Bachelors Degree","Bachelors Degree",2020,"2020","04000US06","California",2994902,7539.885564633037,40526.05092974551,2986.7196532779744,8,1,52.00436052165119
2,"Female","Graduate Degree","Graduate Degree",2020,"2020","04000US06","California",1747439,3818.350081388648,46913.29707061108,6708.984103914967,9,1,50.42299080090952
2,"Female","High School or Equivalent","High School or Equivalent",2020,"2020","04000US06","California",2695919,6122.901608724673,17423.896492495383,2326.3222137114926,5,1,49.18074027264754
2,"Female","No Schooling","No Schooling",2020,"2020","04000US06","California",393477,1192.9156100516843,8094.061414654807,7463.503354942648,1,1,53.622708466205495
2,"Female","Preschool","Preschool",2020,"2020","04000US06","California",11007,473.5263768591695,28574.59677419355,16058.88674946453,2,1,57.17328069810929
2,"Female","Primary Education","Primary Education",2020,"2020","04000US06","California",701930,1224.3312237272758,10885.324487334137,9137.709851566478,3,1,52.103150773497184
2,"Female","Secondary Education","Secondary Education",2020,"2020","04000US06","California",1058368,2924.069082934769,10386.392459478506,3199.3838499462245,4,1,48.04615911912712
2,"Female","Some college","Some college",2020,"2020","04000US06","California",2834293,6832.633084879825,20778.008788206793,1903.669335652459,6,1,51.00326952225458
2,"Female","Associates Degree","Associates Degree",2019,"2019","04000US06","California",1141019,4012.830221799025,21904.892791680693,2895.826207039805,7,1,55.11825591545261
2,"Female","Bachelors Degree","Bachelors Degree",2019,"2019","04000US06","California",2906973,7378.6955441941,37932.66211589016,2675.2157783361667,8,1,51.9635133023897
2,"Female","Graduate Degree","Graduate Degree",2019,"2019","04000US06","California",1681940,3679.6795085822114,44388.65176187934,7097.978534937361,9,1,50.21995152795622
2,"Female","High School or Equivalent","High School or Equivalent",2019,"2019","04000US06","California",2700359,6055.595283013747,16532.45308627792,2302.8121005274525,5,1,49.46658298766285
2,"Female","No Schooling","No Schooling",2019,"2019","04000US06","California",380959,1268.8110074551096,7722.309247472856,6853.837421404119,1,1,54.080078360672026
2,"Female","Preschool","Preschool",2019,"2019","04000US06","California",9989,459.96668437147173,28819.532763532763,15772.249318620614,2,1,57.22059918657272
2,"Female","Primary Education","Primary Education",2019,"2019","04000US06","California",735714,1446.3815655712758,9239.190435033132,6679.588075346166,3,1,52.05977880145202
2,"Female","Secondary Education","Secondary Education",2019,"2019","04000US06","California",1094197,3150.718165243805,10448.760742898761,2987.175016993492,4,1,48.034074347222955
2,"Female","Some college","Some college",2019,"2019","04000US06","California",2860272,6884.22553834772,19501.78500437912,1706.758290187936,6,1,51.16985344630181
2,"Female","Associates Degree","Associates Degree",2018,"2018","04000US06","California",1130502,4014.6251746133485,22164.521097282955,2844.041862666962,7,1,55.315948677850855
2,"Female","Bachelors Degree","Bachelors Degree",2018,"2018","04000US06","California",2821632,7285.003915019209,36176.687155079606,2648.4158353784856,8,1,51.93197606694835
2,"Female","Graduate Degree","Graduate Degree",2018,"2018","04000US06","California",1619031,3617.5466051879393,41578.22317359481,6619.1122771199025,9,1,49.8378684206962
2,"Female","High School or Equivalent","High School or Equivalent",2018,"2018","04000US06","California",2694723,6007.308927568183,15625.19827557453,2278.601084582335,5,1,49.687324889491954
2,"Female","No Schooling","No Schooling",2018,"2018","04000US06","California",376065,1225.315155230174,7049.900441589723,6105.970398837749,1,1,54.154798351444214
2,"Female","Preschool","Preschool",2018,"2018","04000US06","California",9669,471.6131379849952,28366.71544715447,15031.475969349734,2,1,56.19551319307219
2,"Female","Primary Education","Primary Education",2018,"2018","04000US06","California",758175,1533.3492847995387,7342.315303768264,3937.7422463790513,3,1,52.15025436296453
2,"Female","Secondary Education","Secondary Education",2018,"2018","04000US06","California",1111153,3264.033649194049,8835.285811231126,2757.112015183141,4,1,48.045226341416594
2,"Female","Some college","Some college",2018,"2018","04000US06","California",2872693,6897.226550393688,18350.718064793506,1727.0005321185763,6,1,51.341674700272335
2,"Female","Associates Degree","Associates Degree",2017,"2017","04000US06","California",1115570,3938.782725449845,21187.5974373908,2903.246994225655,7,1,55.38828950046919
2,"Female","Bachelors Degree","Bachelors Degree",2017,"2017","04000US06","California",2739928,7156.151549408272,33753.50886135416,2559.3027531840453,8,1,51.91055765339926
2,"Female","Graduate Degree","Graduate Degree",2017,"2017","04000US06","California",1556343,3614.795064250861,38928.529829414474,6537.380882556164,9,1,49.63467870223077
2,"Female","High School or Equivalent","High School or Equivalent",2017,"2017","04000US06","California",2684824,5883.468013706993,15223.91438308527,2281.7480639881314,5,1,49.907224102772865
2,"Female","No Schooling","No Schooling",2017,"2017","04000US06","California",367817,1108.3208308242722,8589.292443572129,7002.700422911437,1,1,53.886915959049006
2,"Female","Preschool","Preschool",2017,"2017","04000US06","California",9191,226.3516934510361,4162.929411764706,15910.80315622002,2,1,58.20404027610664
2,"Female","Primary Education","Primary Education",2017,"2017","04000US06","California",782020,1675.156193828796,7075.613402061856,3527.668263780326,3,1,52.21417144505367
2,"Female","Secondary Education","Secondary Education",2017,"2017","04000US06","California",1133103,3418.311115368386,7493.4526939932975,2292.8438634672475,4,1,48.118740991826925
2,"Female","Some college","Some college",2017,"2017","04000US06","California",2877232,6861.723740023022,17675.187341092897,1717.6298790450433,6,1,51.42564633447103
2,"Female","Associates Degree","Associates Degree",2016,"2016","04000US06","California",1105644,3857.543123440707,20357.84637493422,2953.155938052609,7,1,55.51923939258665
2,"Female","Bachelors Degree","Bachelors Degree",2016,"2016","04000US06","California",2656460,6956.758320274352,32554.423699321385,2664.921382607369,8,1,51.816723838548626
2,"Female","Graduate Degree","Graduate Degree",2016,"2016","04000US06","California",1488519,3499.256888822641,37505.3255596556,6416.616024220855,9,1,49.3180218043506
2,"Female","High School or Equivalent","High School or Equivalent",2016,"2016","04000US06","California",2648359,5832.647948081672,14164.831463854782,2241.5203032190466,5,1,50.13120746263148
2,"Female","No Schooling","No Schooling",2016,"2016","04000US06","California",358702,1053.681181068513,7747.527687296417,7006.90476387613,1,1,54.067799164945804
2,"Female","Preschool","Preschool",2016,"2016","04000US06","California",8890,256.3228925076156,3173.559633027523,12751.856922869796,2,1,59.74060883005174
2,"Female","Primary Education","Primary Education",2016,"2016","04000US06","California",797672,1724.6088567171726,6304.657750759879,2999.4110857952423,3,1,52.017654147733495
2,"Female","Secondary Education","Secondary Education",2016,"2016","04000US06","California",1145331,3510.766916221846,7115.785620020529,2053.94852936216,4,1,48.19357868347105
2,"Female","Some college","Some college",2016,"2016","04000US06","California",2863334,6741.798482729517,16828.817690892487,1770.533055520916,6,1,51.6022029750255
2,"Female","Associates Degree","Associates Degree",2015,"2015","04000US06","California",1093378,3815.561702995233,20880.84781529295,3064.6584720878104,7,1,55.64131544945236
2,"Female","Bachelors Degree","Bachelors Degree",2015,"2015","04000US06","California",2589377,6767.313378177443,32440.85390395124,2718.258554360538,8,1,51.88580133055981
2,"Female","Graduate Degree","Graduate Degree",2015,"2015","04000US06","California",1429611,3305.9997644556584,34518.260735350865,6667.838611223525,9,1,48.96894044852683
2,"Female","High School or Equivalent","High School or Equivalent",2015,"2015","04000US06","California",2638922,5720.722898696019,13197.427286604992,1852.529644419527,5,1,50.221531267205286
2,"Female","No Schooling","No Schooling",2015,"2015","04000US06","California",350709,983.2588749619923,7234.346633416459,7269.204853053809,1,1,54.41204077928082
2,"Female","Preschool","Preschool",2015,"2015","04000US06","California",8385,226.3516898453707,5079.317647058823,15339.24167390786,2,1,60.497835497835496
2,"Female","Primary Education","Primary Education",2015,"2015","04000US06","California",807516,1844.483716288379,5635.047298494243,2539.1312951912064,3,1,51.86988015886321
2,"Female","Secondary Education","Secondary Education",2015,"2015","04000US06","California",1157849,3606.7764859849117,7494.669491525424,1987.8359735596496,4,1,48.307131571492405
2,"Female","Some college","Some college",2015,"2015","04000US06","California",2850127,6577.29826428939,16593.82699395035,1806.0179004981628,6,1,51.6678827717043
2,"Female","Associates Degree","Associates Degree",2014,"2014","04000US06","California",1075423,3686.919629682422,20915.35076445823,3289.554917406712,7,1,55.61291056565818
2,"Female","Bachelors Degree","Bachelors Degree",2014,"2014","04000US06","California",2524129,6577.33213157152,32278.0040190802,2843.3916857712443,8,1,51.96359440411158
2,"Female","Graduate Degree","Graduate Degree",2014,"2014","04000US06","California",1368653,3281.1261492443277,35851.91499244502,7588.918975234813,9,1,48.47536603930227
